id,pokemon_species_id,pokemon_id,revision,name,form_name,form_name_suffix,type_1,type_2,ability_1,ability_2,ability_hidden,egg_group_1,egg_group_2,height,weight,base_hp,yield_hp,base_attack,yield_attack,base_defense,yield_defense,base_sp_attack,yield_sp_attack,base_sp_defense,yield_sp_defense,base_speed,yield_speed,base_stats_total,yield_stats_total,generation_id,introduced_in,evolves_from_species_id,evolution_chain_id,color,shape,gender_rate,catch_rate,base_happiness,base_experience,egg_cycles,has_gender_traits,growth_rate,form_category,is_permanent_form,is_battle_form,is_aesthetic_form,is_default,form_is_default,species_order,pokemon_order,form_order,form_order2
392,392,392,1,infernape,,,10,2,66,,89,5,8,12,550,76,0,104,1,71,0,104,1,71,0,108,1,534,3,4,8,391,204,3,6,1,45,70,240,20,0,4,,1,0,0,1,1,422,497,1,525
393,393,393,1,piplup,,,11,,67,,128,2,5,4,52,53,0,51,0,53,0,61,1,56,0,40,0,314,1,4,8,,205,2,12,1,45,70,63,20,0,4,,1,0,0,1,1,423,498,1,526
394,394,394,1,prinplup,,,11,,67,,128,2,5,8,230,64,0,66,0,68,0,81,2,76,0,50,0,405,2,4,8,393,205,2,6,1,45,70,142,20,0,4,,1,0,0,1,1,424,499,1,527
395,395,395,1,empoleon,,,11,9,67,,128,2,5,17,845,84,0,86,0,88,0,111,3,101,0,60,0,530,3,4,8,394,205,2,6,1,45,70,239,20,0,4,,1,0,0,1,1,425,500,1,528
396,396,396,1,starly,,,1,3,51,,120,4,,3,20,40,0,55,0,30,0,30,0,30,0,60,1,245,1,4,8,,206,3,9,4,255,70,49,15,1,4,,1,0,0,1,1,426,501,1,529
397,397,397,1,staravia,,,1,3,22,,120,4,,6,155,55,0,75,0,50,0,40,0,40,0,80,2,340,2,4,8,396,206,3,9,4,120,70,119,15,1,4,,1,0,0,1,1,427,502,1,530
398,398,398,1,staraptor,,,1,3,22,,120,4,,12,249,85,0,120,3,70,0,50,0,60,0,100,0,485,3,4,8,397,206,3,9,4,45,70,218,15,1,4,,1,0,0,1,1,428,503,1,531
399,399,399,1,bidoof,,,1,,86,109,141,2,5,5,200,59,1,45,0,40,0,35,0,40,0,31,0,250,1,4,8,,207,3,8,4,255,70,50,15,1,2,,1,0,0,1,1,429,504,1,532
400,400,400,1,bibarel,,,1,11,86,109,141,2,5,10,315,79,0,85,2,60,0,55,0,60,0,71,0,410,2,4,8,399,207,3,6,4,127,70,144,15,1,2,,1,0,0,1,1,430,505,1,533
401,401,401,1,kricketot,,,7,,61,,50,3,,3,22,37,0,25,0,41,1,25,0,41,0,25,0,194,1,4,8,,208,8,12,4,255,70,39,15,1,4,,1,0,0,1,1,431,506,1,534
402,402,402,1,kricketune,,,7,,68,,101,3,,10,255,77,0,85,2,51,0,55,0,51,0,65,0,384,2,4,8,401,208,8,13,4,45,70,134,15,1,4,,1,0,0,1,1,432,507,1,535
403,403,403,1,shinx,,,13,,79,22,62,5,,5,95,45,0,65,1,34,0,40,0,34,0,45,0,263,1,4,8,,209,2,8,4,235,70,53,20,1,4,,1,0,0,1,1,433,508,1,536
404,404,404,1,luxio,,,13,,79,22,62,5,,9,305,60,0,85,2,49,0,60,0,49,0,60,0,363,2,4,8,403,209,2,8,4,120,100,127,20,1,4,,1,0,0,1,1,434,509,1,537
405,405,405,1,luxray,,,13,,79,22,62,5,,14,420,80,0,120,3,79,0,95,0,79,0,70,0,523,3,4,8,404,209,2,8,4,45,70,235,20,1,4,,1,0,0,1,1,435,510,1,538
406,406,406,1,budew,,,12,4,30,38,102,15,,2,12,40,0,30,0,35,0,50,1,70,0,55,0,280,1,4,8,,158,5,12,4,255,70,56,20,0,4,,1,0,0,1,1,341,397,1,425
407,407,407,1,roserade,,,12,4,30,38,101,6,7,9,145,60,0,70,0,65,0,125,3,105,0,90,0,515,3,4,8,315,158,5,12,4,75,70,232,20,1,4,,1,0,0,1,1,343,399,1,427
408,408,408,1,cranidos,,,6,,104,,125,1,,9,315,67,0,125,1,40,0,30,0,30,0,58,0,350,1,4,8,,211,2,6,1,45,70,70,30,0,5,,1,0,0,1,1,436,511,1,539
409,409,409,1,rampardos,,,6,,104,,125,1,,16,1025,97,0,165,2,60,0,65,0,50,0,58,0,495,2,4,8,408,211,2,6,1,45,70,173,30,0,5,,1,0,0,1,1,437,512,1,540
410,410,410,1,shieldon,,,6,9,5,,43,1,,5,570,30,0,42,0,118,1,42,0,88,0,30,0,350,1,4,8,,212,4,8,1,45,70,70,30,0,5,,1,0,0,1,1,438,513,1,541
411,411,411,1,bastiodon,,,6,9,5,,43,1,,13,1495,60,0,52,0,168,2,47,0,138,0,30,0,495,2,4,8,410,212,4,8,1,45,70,173,30,0,5,,1,0,0,1,1,439,514,1,542
412,412,412,1,burmy,burmy-plant,plant,7,,61,,142,3,,2,34,40,0,29,0,45,0,29,0,45,1,36,0,224,1,4,8,,213,5,5,4,120,70,45,15,0,2,,0,0,0,1,1,440,515,1,543
413,413,413,1,wormadam,wormadam-plant,plant,7,12,107,,142,3,,5,65,60,0,59,0,85,0,79,0,105,2,36,0,424,2,4,8,412,213,5,5,8,45,70,148,15,0,2,,1,0,0,1,1,441,516,1,546
414,414,414,1,mothim,,,7,3,68,,110,3,,9,233,70,0,94,1,50,0,94,1,50,0,66,0,424,2,4,8,412,213,10,13,0,45,70,148,15,0,2,,1,0,0,1,1,442,519,1,549
415,415,415,1,combee,,,7,3,118,,55,3,,3,55,30,0,30,0,42,0,30,0,42,0,70,1,244,1,4,8,,214,10,11,1,120,70,49,15,1,4,,1,0,0,1,1,443,520,1,550
416,416,416,1,vespiquen,,,7,3,46,,127,3,,12,385,70,0,80,0,102,1,80,0,102,1,40,0,474,2,4,8,415,214,10,13,8,45,70,166,15,0,4,,1,0,0,1,1,444,521,1,551
417,417,417,1,pachirisu,,,13,,50,53,10,5,6,4,39,60,0,45,0,70,0,45,0,90,0,95,1,405,1,4,8,,215,9,8,4,200,100,142,10,1,2,,1,0,0,1,1,445,522,1,552
418,418,418,1,buizel,,,11,,33,,41,2,5,7,295,55,0,65,0,35,0,60,0,30,0,85,1,330,1,4,8,,216,3,8,4,190,70,66,20,1,2,,1,0,0,1,1,446,523,1,553
419,419,419,1,floatzel,,,11,,33,,41,2,5,11,335,85,0,105,0,55,0,85,0,50,0,115,2,495,2,4,8,418,216,3,8,4,75,70,173,20,1,2,,1,0,0,1,1,447,524,1,554
420,420,420,1,cherubi,,,12,,34,,,6,7,4,33,45,0,35,0,45,0,62,1,53,0,35,0,275,1,4,8,,217,6,11,4,190,70,55,20,0,2,,1,0,0,1,1,448,525,1,555
421,421,421,1,cherrim,cherrim-overcast,overcast,12,,122,,,6,7,5,93,70,0,60,0,70,0,87,2,78,0,85,0,450,2,4,8,420,217,7,7,4,75,70,158,20,0,2,,0,0,0,1,1,449,526,1,556
422,422,422,1,shellos,shellos-west,west,11,,60,114,159,2,11,3,63,76,1,48,0,48,0,57,0,62,0,34,0,325,1,4,8,,218,7,2,4,190,70,65,20,0,2,,1,0,0,1,1,450,527,1,558
423,423,423,1,gastrodon,gastrodon-west,west,11,5,60,114,159,2,11,9,299,111,2,83,0,68,0,92,0,82,0,39,0,475,2,4,8,422,218,7,2,4,75,70,166,20,0,2,,1,0,0,1,1,451,528,1,560
424,424,424,1,ambipom,,,1,,101,53,92,5,,12,203,75,0,100,0,66,0,60,0,66,0,115,2,482,2,4,8,190,93,7,6,4,45,100,169,20,1,3,,1,0,0,1,1,220,263,1,264
425,425,425,1,drifloon,,,8,3,106,84,138,11,,4,12,90,1,50,0,34,0,60,0,44,0,70,0,348,1,4,8,,219,7,4,4,125,70,70,30,0,6,,1,0,0,1,1,452,529,1,562
426,426,426,1,drifblim,,,8,3,106,84,138,11,,12,150,150,2,80,0,44,0,90,0,54,0,80,0,498,2,4,8,425,219,7,4,4,60,70,174,30,0,6,,1,0,0,1,1,453,530,1,563
427,427,427,1,buneary,,,1,,50,103,7,5,8,4,55,55,0,66,0,44,0,44,0,56,0,85,1,350,1,4,8,,220,3,6,4,190,0,70,20,0,2,,1,0,0,1,1,454,531,1,564
428,428,428,1,lopunny,,,1,,56,103,7,5,8,12,333,65,0,76,0,84,0,54,0,96,0,105,2,480,2,4,8,427,220,3,6,4,60,140,168,20,0,2,,0,0,0,1,1,455,532,1,565
429,429,429,1,mismagius,,,8,,26,,,11,,9,44,60,0,60,0,60,0,105,1,105,1,105,0,495,2,4,8,200,98,7,1,4,45,35,173,25,0,3,,1,0,0,1,1,230,273,1,274
430,430,430,1,honchkrow,,,17,3,15,105,153,4,,9,273,100,0,125,2,52,0,105,0,52,0,71,0,505,2,4,8,198,97,1,9,4,30,35,177,20,0,4,,1,0,0,1,1,228,271,1,272
431,431,431,1,glameow,,,1,,7,20,51,5,,5,39,49,0,55,0,42,0,42,0,37,0,85,1,310,1,4,8,,221,4,8,6,190,70,62,20,0,3,,1,0,0,1,1,456,534,1,567
432,432,432,1,purugly,,,1,,47,20,128,5,,10,438,71,0,82,0,64,0,64,0,59,0,112,2,452,2,4,8,431,221,4,8,6,75,70,158,20,0,3,,1,0,0,1,1,457,535,1,568
433,433,433,1,chingling,,,14,,26,,,15,,2,6,45,0,30,0,50,0,65,1,50,0,45,0,285,1,4,8,,184,10,12,4,120,70,57,25,0,3,,1,0,0,1,1,387,450,1,478
434,434,434,1,stunky,,,4,17,1,106,51,5,,4,192,63,0,63,0,47,0,41,0,41,0,74,1,329,1,4,8,,223,7,8,4,225,70,66,20,0,2,,1,0,0,1,1,458,536,1,569
435,435,435,1,skuntank,,,4,17,1,106,51,5,,10,380,103,2,93,0,67,0,71,0,61,0,84,0,479,2,4,8,434,223,7,8,4,60,70,168,20,0,2,,1,0,0,1,1,459,537,1,570
436,436,436,1,bronzor,,,9,14,26,85,134,10,,5,605,57,0,24,0,86,1,24,0,86,0,23,0,300,1,4,8,,224,5,1,-1,255,70,60,20,0,2,,1,0,0,1,1,460,538,1,571
437,437,437,1,bronzong,,,9,14,26,85,134,10,,13,1870,67,0,89,0,116,1,79,0,116,1,33,0,500,2,4,8,436,224,5,4,-1,90,70,175,20,0,2,,1,0,0,1,1,461,539,1,572
438,438,438,1,bonsly,,,6,,5,69,155,15,,5,150,50,0,80,0,95,1,10,0,45,0,10,0,290,1,4,8,,91,3,7,4,255,70,58,20,0,2,,1,0,0,1,1,214,257,1,258
439,439,439,1,mime-jr,,,14,18,43,111,101,15,,6,130,20,0,25,0,45,0,70,0,90,1,60,0,310,1,4,8,,57,6,12,4,145,70,62,25,0,2,,1,0,0,1,1,139,175,1,176
440,440,440,1,happiny,,,1,,30,32,132,15,,6,244,100,1,5,0,5,0,15,0,65,0,30,0,220,1,4,8,,51,6,12,8,130,140,110,40,0,3,,1,0,0,1,1,126,161,1,162
441,441,441,1,chatot,,,1,3,51,77,145,4,,5,19,76,0,65,1,45,0,92,0,42,0,91,0,411,1,4,8,,228,1,9,4,30,35,144,20,0,4,,1,0,0,1,1,462,540,1,573
442,442,442,1,spiritomb,,,8,17,46,,151,11,,10,1080,50,0,92,0,108,1,92,0,108,1,35,0,485,2,4,8,,229,7,5,4,100,70,170,30,0,2,,1,0,0,1,1,463,541,1,574
443,443,443,1,gible,,,16,5,8,,24,1,14,7,205,58,0,70,1,45,0,40,0,45,0,42,0,300,1,4,8,,230,2,6,4,45,70,60,40,1,1,,1,0,0,1,1,464,542,1,575
444,444,444,1,gabite,,,16,5,8,,24,1,14,14,560,68,0,90,2,65,0,50,0,55,0,82,0,410,2,4,8,443,230,2,6,4,45,70,144,40,1,1,,1,0,0,1,1,465,543,1,576
445,445,445,1,garchomp,,,16,5,8,,24,1,14,19,950,108,0,130,3,95,0,80,0,85,0,102,0,600,3,4,8,444,230,2,6,4,45,70,270,40,1,1,,0,0,0,1,1,466,544,1,577
446,446,446,1,munchlax,,,1,,53,47,82,15,,6,1050,135,1,85,0,40,0,40,0,85,0,5,0,390,1,4,8,,72,1,12,1,50,70,78,40,0,1,,1,0,0,1,1,174,214,1,215
447,447,447,1,riolu,,,2,,80,39,158,15,,7,202,40,0,70,1,40,0,35,0,40,0,60,0,285,1,4,8,,232,2,6,1,75,70,57,25,0,4,,1,0,0,1,1,467,546,1,579
448,448,448,1,lucario,,,2,9,80,39,154,5,8,12,540,70,0,110,1,70,0,115,1,70,0,90,0,525,2,4,8,447,232,2,6,1,45,70,184,25,0,4,,0,0,0,1,1,468,547,1,580
449,449,449,1,hippopotas,,,5,,45,,159,5,,8,495,68,0,72,0,78,1,38,0,42,0,32,0,330,1,4,8,,233,3,8,4,140,70,66,30,1,1,,1,0,0,1,1,469,549,1,582
450,450,450,1,hippowdon,,,5,,45,,159,5,,20,3000,108,0,112,0,118,2,68,0,72,0,47,0,525,2,4,8,449,233,3,8,4,60,70,184,30,1,1,,1,0,0,1,1,470,550,1,583
451,451,451,1,skorupi,,,4,7,4,97,51,3,9,8,120,40,0,50,0,90,1,30,0,55,0,65,0,330,1,4,8,,234,7,14,4,120,70,66,20,0,1,,1,0,0,1,1,471,551,1,584
452,452,452,1,drapion,,,4,17,4,97,51,3,9,13,615,70,0,90,0,110,2,60,0,75,0,95,0,500,2,4,8,451,234,7,14,4,45,70,175,20,0,1,,1,0,0,1,1,472,552,1,585
453,453,453,1,croagunk,,,4,2,107,87,143,8,,7,230,48,0,61,1,40,0,61,0,40,0,50,0,300,1,4,8,,235,2,12,4,140,100,60,10,1,2,,1,0,0,1,1,473,553,1,586
454,454,454,1,toxicroak,,,4,2,107,87,143,8,,13,444,83,0,106,2,65,0,86,0,65,0,85,0,490,2,4,8,453,235,2,12,4,75,70,172,20,1,2,,1,0,0,1,1,474,554,1,587
455,455,455,1,carnivine,,,12,,26,,,7,,14,270,74,0,100,2,72,0,90,0,72,0,46,0,454,2,4,8,,236,5,10,4,200,70,159,25,0,1,,1,0,0,1,1,475,555,1,588
456,456,456,1,finneon,,,11,,33,114,41,12,,4,70,49,0,49,0,56,0,49,0,61,0,66,1,330,1,4,8,,237,2,3,4,190,70,66,20,1,5,,1,0,0,1,1,476,556,1,589
457,457,457,1,lumineon,,,11,,33,114,41,12,,12,240,69,0,69,0,76,0,69,0,86,0,91,2,460,2,4,8,456,237,2,3,4,75,70,161,20,1,5,,1,0,0,1,1,477,557,1,590
458,458,458,1,mantyke,,,11,3,33,11,41,15,,10,650,45,0,20,0,50,0,60,0,120,1,50,0,345,1,4,8,,116,2,9,4,25,70,69,25,0,1,,1,0,0,1,1,258,302,1,330
459,459,459,1,snover,,,12,15,117,,43,1,7,10,505,60,0,62,1,50,0,62,0,60,0,40,0,334,1,4,8,,239,9,6,4,120,70,67,20,1,1,,1,0,0,1,1,478,558,1,591
460,460,460,1,abomasnow,,,12,15,117,,43,1,7,22,1355,90,0,92,1,75,0,92,1,85,0,60,0,494,2,4,8,459,239,9,6,4,60,70,173,20,1,1,,0,0,0,1,1,479,559,1,592
461,461,461,1,weavile,,,17,15,46,,124,5,,11,340,70,0,120,1,65,0,45,0,85,0,125,1,510,2,4,8,215,109,1,6,4,45,35,179,20,1,4,,1,0,0,1,1,246,290,1,318
462,462,462,1,magnezone,,,13,9,42,5,148,10,,12,1800,70,0,70,0,115,0,130,3,90,0,60,0,535,3,4,8,82,34,4,4,-1,30,70,241,20,0,2,,1,0,0,1,1,90,119,1,120
463,463,463,1,lickilicky,,,1,,20,12,13,1,,17,1400,110,3,85,0,95,0,80,0,95,0,50,0,515,3,4,8,108,48,6,12,4,30,70,180,20,0,2,,1,0,0,1,1,120,155,1,156
464,464,464,1,rhyperior,,,5,6,31,116,120,1,5,24,2828,115,0,140,3,130,0,55,0,55,0,40,0,535,3,4,8,112,50,4,6,4,30,70,241,20,1,1,,1,0,0,1,1,125,160,1,161
465,465,465,1,tangrowth,,,12,,34,102,144,7,,20,1286,100,0,100,0,125,2,110,0,50,0,50,0,535,2,4,8,114,52,2,12,4,30,70,187,20,1,2,,1,0,0,1,1,130,165,1,166
466,466,466,1,electivire,,,13,,78,,72,8,,18,1386,75,0,123,3,67,0,95,0,85,0,95,0,540,3,4,8,125,60,10,6,2,30,70,243,25,0,2,,1,0,0,1,1,147,184,1,185
467,467,467,1,magmortar,,,10,,49,,72,8,,16,680,75,0,95,0,67,0,125,3,95,0,83,0,540,3,4,8,126,61,8,6,2,30,70,243,25,0,2,,1,0,0,1,1,150,187,1,188
468,468,468,1,togekiss,,,18,3,55,32,105,4,6,15,380,85,0,50,0,95,0,120,2,115,1,80,0,545,3,4,8,176,87,9,9,1,30,70,245,10,0,3,,1,0,0,1,1,205,247,1,248
469,469,469,1,yanmega,,,7,3,3,110,119,3,,19,515,86,0,76,2,86,0,116,0,56,0,95,0,515,2,4,8,193,95,5,13,4,30,70,180,20,0,2,,1,0,0,1,1,224,267,1,268
470,470,470,1,leafeon,,,12,,102,,34,5,,10,255,65,0,110,0,130,2,60,0,65,0,95,0,525,2,4,8,133,67,5,8,1,45,35,184,35,0,2,,1,0,0,1,1,163,202,1,203
471,471,471,1,glaceon,,,15,,81,,115,5,,8,259,65,0,60,0,110,0,130,2,95,0,65,0,525,2,4,8,133,67,2,8,1,45,35,184,35,0,2,,1,0,0,1,1,164,203,1,204
472,472,472,1,gliscor,,,5,3,52,8,90,3,,20,425,75,0,95,0,125,2,45,0,75,0,95,0,510,2,4,8,207,104,7,9,4,30,70,179,20,0,4,,1,0,0,1,1,239,282,1,310
473,473,473,1,mamoswine,,,15,5,12,81,47,5,,25,2910,110,0,130,3,80,0,70,0,60,0,80,0,530,3,4,8,221,112,3,8,4,50,70,239,20,1,1,,1,0,0,1,1,253,297,1,325
474,474,474,1,porygon-z,,,1,,91,88,148,10,,9,340,85,0,80,0,70,0,135,3,75,0,90,0,535,3,4,8,233,68,8,4,-1,30,70,241,20,0,2,,1,0,0,1,1,168,207,1,208
475,475,475,1,gallade,,,14,2,80,,154,11,,16,520,68,0,125,3,65,0,65,0,115,0,80,0,518,3,4,8,281,140,9,12,0,45,35,233,20,0,1,,0,0,0,1,1,308,358,1,386
476,476,476,1,probopass,,,6,9,5,42,159,10,,14,3400,60,0,55,0,145,1,75,0,150,2,40,0,525,3,4,8,299,147,4,11,4,60,70,184,20,0,2,,1,0,0,1,1,325,376,1,404
477,477,477,1,dusknoir,,,8,,46,,119,11,,22,1066,45,0,100,0,135,1,65,0,135,2,45,0,525,3,4,8,356,182,1,4,4,45,35,236,25,0,3,,1,0,0,1,1,385,448,1,476
478,478,478,1,froslass,,,15,8,81,,130,6,10,13,266,70,0,80,0,70,0,80,0,70,0,110,2,480,2,4,8,361,186,9,4,8,75,70,168,20,0,2,,1,0,0,1,1,392,457,1,485
479,479,479,1,rotom,,,13,8,26,,,11,,3,3,50,0,50,0,77,0,95,1,77,0,91,1,440,2,4,8,,240,8,1,-1,45,70,154,20,0,2,,0,0,0,1,1,480,561,1,594
480,480,480,1,uxie,,,14,,26,,,15,,3,3,75,0,75,0,130,2,75,0,130,1,95,0,580,3,4,8,,241,10,6,-1,3,140,261,80,0,1,,1,0,0,1,1,481,567,1,600
481,481,481,1,mesprit,,,14,,26,,,15,,3,3,80,0,105,1,105,0,105,1,105,1,80,0,580,3,4,8,,242,6,6,-1,3,140,261,80,0,1,,1,0,0,1,1,482,568,1,601
482,482,482,1,azelf,,,14,,26,,,15,,3,3,75,0,125,2,70,0,125,1,70,0,115,0,580,3,4,8,,243,2,6,-1,3,140,261,80,0,1,,1,0,0,1,1,483,569,1,602
483,483,483,1,dialga,,,9,16,46,,140,15,,54,6830,100,0,120,0,120,0,150,3,100,0,90,0,680,3,4,8,,244,9,8,-1,3,0,306,120,0,1,,1,0,0,1,1,484,570,1,603
484,484,484,1,palkia,,,11,16,46,,140,15,,42,3360,90,0,120,0,100,0,150,3,120,0,100,0,680,3,4,8,,245,7,6,-1,3,0,306,120,0,1,,1,0,0,1,1,485,571,1,604
485,485,485,1,heatran,,,10,9,18,,49,15,,17,4300,91,0,90,0,106,0,130,3,106,0,77,0,600,3,4,8,,246,3,8,4,3,100,270,10,0,1,,1,0,0,1,1,486,572,1,605
486,486,486,1,regigigas,,,1,,112,,,15,,37,4200,110,0,160,3,110,0,80,0,110,0,100,0,670,3,4,8,,247,9,12,-1,3,0,302,120,0,1,,1,0,0,1,1,487,573,1,606
487,487,487,1,giratina,giratina-altered,altered,8,16,46,,140,15,,45,7500,150,3,100,0,120,0,100,0,120,0,90,0,680,3,4,8,,248,1,10,-1,3,0,306,120,0,1,,0,0,0,1,1,488,574,1,607
488,488,488,1,cresselia,,,14,,26,,,15,,15,856,120,0,70,0,120,0,75,0,130,3,85,0,600,3,4,8,,249,10,2,8,3,100,270,120,0,1,,1,0,0,1,1,489,576,1,609
489,489,489,1,phione,,,11,,93,,,2,6,4,31,80,1,80,0,80,0,80,0,80,0,80,0,480,1,4,8,,250,2,4,-1,30,70,216,40,0,1,,1,0,0,1,1,490,577,1,610
490,490,490,1,manaphy,,,11,,93,,,2,6,3,14,100,3,100,0,100,0,100,0,100,0,100,0,600,3,4,8,,250,2,12,-1,3,70,270,10,0,1,,1,0,0,1,1,491,578,1,611
491,491,491,1,darkrai,,,17,,123,,,15,,15,505,70,0,90,0,90,0,135,2,90,0,125,1,600,3,4,8,,252,1,12,-1,3,0,270,120,0,1,,1,0,0,1,1,492,579,1,612
492,492,492,1,shaymin,shaymin-land,land,12,,30,,,15,,2,21,100,3,100,0,100,0,100,0,100,0,100,0,600,3,4,8,,253,5,8,-1,45,100,270,120,0,4,,0,0,0,1,1,493,580,1,613
493,493,493,1,arceus,arceus-normal,normal,1,,121,,,15,,32,3200,120,3,120,0,120,0,120,0,120,0,120,0,720,3,4,8,,254,9,8,-1,3,0,324,120,0,1,,0,0,0,1,1,494,582,1,615
494,494,494,1,victini,,,14,10,162,,,15,,4,40,100,3,100,0,100,0,100,0,100,0,100,0,600,3,5,11,,255,10,12,-1,3,100,270,120,0,1,,1,0,0,1,1,495,583,1,633
495,495,495,1,snivy,,,12,,65,,126,5,7,6,81,45,0,45,0,55,0,45,0,55,0,63,1,308,1,5,11,,256,5,6,1,45,70,62,20,0,4,,1,0,0,1,1,496,584,1,634
496,496,496,1,servine,,,12,,65,,126,5,7,8,160,60,0,60,0,75,0,60,0,75,0,83,2,413,2,5,11,495,256,5,6,1,45,70,145,20,0,4,,1,0,0,1,1,497,585,1,635
497,497,497,1,serperior,,,12,,65,,126,5,7,33,630,75,0,75,0,95,0,75,0,95,0,113,3,528,3,5,11,496,256,5,2,1,45,70,238,20,0,4,,1,0,0,1,1,498,586,1,636
498,498,498,1,tepig,,,10,,66,,47,5,,5,99,65,1,63,0,45,0,45,0,45,0,45,0,308,1,5,11,,257,8,8,1,45,70,62,20,0,4,,1,0,0,1,1,499,587,1,637
499,499,499,1,pignite,,,10,2,66,,47,5,,10,555,90,0,93,2,55,0,70,0,55,0,55,0,418,2,5,11,498,257,8,6,1,45,70,146,20,0,4,,1,0,0,1,1,500,588,1,638
500,500,500,1,emboar,,,10,2,66,,120,5,,16,1500,110,0,123,3,65,0,100,0,65,0,65,0,528,3,5,11,499,257,8,6,1,45,70,238,20,0,4,,1,0,0,1,1,501,589,1,639
501,501,501,1,oshawott,,,11,,67,,75,5,,5,59,55,0,55,0,45,0,63,1,45,0,45,0,308,1,5,11,,258,2,6,1,45,70,62,20,0,4,,1,0,0,1,1,502,590,1,640
502,502,502,1,dewott,,,11,,67,,75,5,,8,245,75,0,75,0,60,0,83,2,60,0,60,0,413,2,5,11,501,258,2,6,1,45,70,145,20,0,4,,1,0,0,1,1,503,591,1,641
503,503,503,1,samurott,,,11,,67,,75,5,,15,946,95,0,100,0,85,0,108,3,70,0,70,0,528,3,5,11,502,258,2,8,1,45,70,238,20,0,4,,1,0,0,1,1,504,592,1,642
504,504,504,1,patrat,,,1,,50,51,148,5,,5,116,45,0,55,1,39,0,35,0,39,0,42,0,255,1,5,11,,259,3,8,4,255,70,51,15,0,2,,1,0,0,1,1,505,593,1,643
505,505,505,1,watchog,,,1,,35,51,148,5,,11,270,60,0,85,2,69,0,60,0,69,0,77,0,420,2,5,11,504,259,3,6,4,255,70,147,20,0,2,,1,0,0,1,1,506,594,1,644
506,506,506,1,lillipup,,,1,,72,53,50,5,,4,41,45,0,60,1,45,0,25,0,45,0,55,0,275,1,5,11,,260,3,8,4,255,70,55,15,0,4,,1,0,0,1,1,507,595,1,645
507,507,507,1,herdier,,,1,,22,146,113,5,,9,147,65,0,80,2,65,0,35,0,65,0,60,0,370,2,5,11,506,260,4,8,4,120,70,130,15,0,4,,1,0,0,1,1,508,596,1,646
508,508,508,1,stoutland,,,1,,22,146,113,5,,12,610,85,0,110,3,90,0,45,0,90,0,80,0,500,3,5,11,507,260,4,8,4,45,70,225,15,0,4,,1,0,0,1,1,509,597,1,647
509,509,509,1,purrloin,,,17,,7,84,158,5,,4,101,41,0,50,0,37,0,50,0,37,0,66,1,281,1,5,11,,261,7,8,4,255,70,56,20,0,2,,1,0,0,1,1,510,598,1,648
510,510,510,1,liepard,,,17,,7,84,158,5,,11,375,64,0,88,0,50,0,88,0,50,0,106,2,446,2,5,11,509,261,7,8,4,90,70,156,20,0,2,,1,0,0,1,1,511,599,1,649
511,511,511,1,pansage,,,12,,82,,65,5,,6,105,50,0,53,0,48,0,53,0,48,0,64,1,316,1,5,11,,262,5,6,1,190,70,63,20,0,2,,1,0,0,1,1,512,600,1,650
512,512,512,1,simisage,,,12,,82,,65,5,,11,305,75,0,98,0,63,0,98,0,63,0,101,2,498,2,5,11,511,262,5,6,1,75,70,174,20,0,2,,1,0,0,1,1,513,601,1,651
513,513,513,1,pansear,,,10,,82,,66,5,,6,110,50,0,53,0,48,0,53,0,48,0,64,1,316,1,5,11,,263,8,6,1,190,70,63,20,0,2,,1,0,0,1,1,514,602,1,652
514,514,514,1,simisear,,,10,,82,,66,5,,10,280,75,0,98,0,63,0,98,0,63,0,101,2,498,2,5,11,513,263,8,6,1,75,70,174,20,0,2,,1,0,0,1,1,515,603,1,653
515,515,515,1,panpour,,,11,,82,,67,5,,6,135,50,0,53,0,48,0,53,0,48,0,64,1,316,1,5,11,,264,2,6,1,190,70,63,20,0,2,,1,0,0,1,1,516,604,1,654
516,516,516,1,simipour,,,11,,82,,67,5,,10,290,75,0,98,0,63,0,98,0,63,0,101,2,498,2,5,11,515,264,2,6,1,75,70,174,20,0,2,,1,0,0,1,1,517,605,1,655
517,517,517,1,munna,,,14,,108,28,140,5,,6,233,76,1,25,0,45,0,67,0,55,0,24,0,292,1,5,11,,265,6,8,4,190,70,58,10,0,3,,1,0,0,1,1,518,606,1,656
518,518,518,1,musharna,,,14,,108,28,140,5,,11,605,116,2,55,0,85,0,107,0,95,0,29,0,487,2,5,11,517,265,6,12,4,75,70,170,10,0,3,,1,0,0,1,1,519,607,1,657
519,519,519,1,pidove,,,1,3,145,105,79,4,,3,21,50,0,55,1,50,0,36,0,30,0,43,0,264,1,5,11,,266,4,9,4,255,70,53,15,0,4,,1,0,0,1,1,520,608,1,658
520,520,520,1,tranquill,,,1,3,145,105,79,4,,6,150,62,0,77,2,62,0,50,0,42,0,65,0,358,2,5,11,519,266,4,9,4,120,70,125,15,0,4,,1,0,0,1,1,521,609,1,659
521,521,521,1,unfezant,,,1,3,145,105,79,4,,12,290,80,0,115,3,80,0,65,0,55,0,93,0,488,3,5,11,520,266,4,9,4,45,70,220,15,1,4,,1,0,0,1,1,522,610,1,660
522,522,522,1,blitzle,,,13,,31,78,157,5,,8,298,45,0,60,0,32,0,50,0,32,0,76,1,295,1,5,11,,267,1,8,4,190,70,59,20,0,2,,1,0,0,1,1,523,611,1,661
